,USY8137FAQ10 Corp,XS1266590089 Corp,XS1627597955 Corp,XS2030531938 Corp,USG84228EH74 Corp,XS1751792836 Corp,XS2071413483 Corp,XS2099273737 Corp,XS2106329134 Corp,XS2016067303 Corp,USG85381AE48 Corp,XS1526108235 Corp,XS1808311424 Corp,XS2100664544 Corp,XS1506085114 Corp,USY267BJGT59 Corp,XS2082380515 Corp,XS2098881654 Corp,USY2R27RAB56 Corp,XS1587867539 Corp,XS2132420758 Corp,XS2079668609 Corp,XS1642686676 Corp,XS2201937211 Corp,USY59505AA82 Corp,XS2215399317 Corp,USY2R40TAB40 Corp,XS2205566206 Corp,USY59501AA78 Corp,XS1719264324 Corp,USY708CHAA88 Corp,XS2189303873 Corp,USG61759AA70 Corp,XS1981089284 Corp,XS1981973941 Corp
,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID,PX_MID
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,,96.522,83.671,,,89.061,,,,,,87.865,,,76.77,,,,101.398,95.445,,,,,93.148,,,,,103.625,94.441,,,,
2018-08-02,,96.349,82.479,,,88.96,,,,,,87.818,,,75.525,,,,101.3,93.803,,,,,92.252,,,,,103.417,93.55,,,,
2018-08-03,,96.425,82.667,,,88.853,,,,,,87.812,,,75.117,,,,101.437,95.181,,,90.75,,92.571,,,,,103.25,94.364,,,,
2018-08-06,,96.439,83.125,,,88.821,,,,,,87.734,,,75.42,,,,101.381,96.177,,,,,93.307,,,,,103.333,94.014,,,,
2018-08-07,,96.403,84.215,,,88.818,,,,,,87.688,,,75.312,,,,101.439,97.145,,,,,93.751,,,,,103.375,94.38,,,,
2018-08-08,,96.581,84.393,,,88.871,,,,,,87.664,,,76.006,,,,101.56,97.419,,,,,93.844,,,,,103.417,94.631,,,,
2018-08-09,,96.674,84.591,,,88.848,,,,,,87.708,,,76.173,,,,101.587,97.373,,,,,93.82,,,,,103.375,94.664,,,,
2018-08-10,,96.904,85.382,,,88.811,,,,,,87.71,,,76.078,,,,101.712,98.179,,,92.65,,93.762,,,,,103.375,94.57,,,,
2018-08-13,,96.729,84.589,,,88.689,,,,,,87.683,,,75.22,,,,101.301,96.886,,,,,92.444,,,,,103.125,93.735,,,,
2018-08-14,,95.495,84.536,,,88.707,,,,,,87.687,,,75.098,,,,101.111,97.073,,,,,92.551,,,,,103.125,93.388,,,,
2018-08-15,,94.963,84.612,,,88.688,,,,,,87.718,,,74.418,,,,101.203,97.212,,,,,92.085,,,,,103.125,92.9,,,,
2018-08-16,,94.275,84.088,,,88.571,,,,,,87.623,,,73.916,,,,101.164,96.627,,,,,91.457,,,,,103.125,92.534,,,,
2018-08-17,,94.144,83.975,,,88.497,,,,,,87.645,,,74.006,,,,101.168,96.722,,,,,91.545,,,,,103.083,92.616,,,,
2018-08-20,,94.168,83.738,,,88.407,,,,,,87.678,,,73.789,,,,101.172,97.01,,,,,91.532,,,,,103.125,92.493,,,,
2018-08-21,,94.221,83.168,,,88.37,,,,,,87.646,,,73.65,,,,101.197,96.971,,,,,91.576,,,,,103.125,92.206,,,,
2018-08-22,,94.103,82.569,,,88.457,,,,,,87.638,,,73.126,,,,100.965,96.285,,,,,91.086,,,,,103.125,91.45,,,,
2018-08-23,,94.238,82.513,,,88.437,,,,,,87.643,,,73.009,,,,101.055,95.903,,,91.0,,91.064,,,,,103.125,91.435,,,,
2018-08-24,,94.241,82.489,,,88.438,,,,,,87.608,,,73.197,,,,100.909,96.055,,,,,91.112,,,,,103.083,91.608,,,,
2018-08-27,,94.305,82.718,,,88.433,,,,,,87.467,,,73.354,,,,101.158,96.479,,,,,91.788,,,,,103.125,92.091,,,,
2018-08-28,,94.521,83.105,,,88.338,,,,,,87.409,,,73.645,,,,101.295,95.935,,,,,92.013,,,,,103.375,92.573,,,,
2018-08-29,,94.58,83.125,,,88.298,,,,,,87.245,,,74.06,,,,101.275,95.904,,,90.875,,92.017,,,,,103.375,92.458,,,,
2018-08-30,,94.634,83.244,,,88.312,,,,,,87.087,,,74.192,,,,101.474,95.747,,,,,92.441,,,,,103.375,92.664,,,,
2018-08-31,,94.672,83.073,,,88.304,,,,,,87.255,,,72.603,,,,101.114,95.454,,,,,91.711,,,,,103.25,92.589,,,,
2018-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.333,,,,,
2018-09-04,,94.688,83.188,,,88.066,,,,,,87.255,,,70.961,,,,100.442,95.542,,,90.875,,90.438,,,,,103.333,91.165,,,,
2018-09-05,,94.616,83.04,,,87.602,,,,,,87.209,,,69.543,,,,100.125,95.465,,,,,89.321,,,,,103.25,90.131,,,,
2018-09-06,,94.763,82.903,,,86.061,,,,,,87.21,,,69.051,,,,100.359,95.57,,,,,89.942,,,,,103.275,90.615,,,,
2018-09-07,,94.513,82.873,,,85.305,,,,,,87.083,,,68.634,,,,99.905,95.404,,,,,89.766,,,,,103.208,90.404,,,,
2018-09-10,,94.618,82.693,,,85.513,,,,,,87.12,,,67.695,,,,100.274,94.862,,,,,89.914,,,,,103.167,90.45,,,,
2018-09-11,,94.552,82.631,,,85.418,,,,,,87.124,,,66.48,,,,99.973,94.707,,,,,89.722,,,,,103.188,90.234,,,,
2018-09-12,,94.496,82.453,,,85.404,,,,,,86.991,,,69.182,,,,100.204,94.634,,,89.375,,89.652,,,,,103.219,90.164,,,,
2018-09-13,,94.58,82.441,,,85.248,,,,,,86.89,,,69.182,,,,100.153,94.414,,,,,89.718,,,,,103.167,90.314,,,,
2018-09-14,,94.546,82.226,,,84.858,,,,,,86.756,,,71.871,,,,100.764,94.578,,,,,91.614,,,,,103.208,91.637,,,,
2018-09-17,,94.638,82.245,,,84.756,,,,,,86.676,,,71.28,,,,101.101,94.763,,,89.5,,91.35,,,,,103.167,91.119,,,,
2018-09-18,,94.595,82.181,,,84.725,,,,,,86.655,,,74.889,,,,100.469,94.691,,,,,91.408,,,,,103.188,91.189,,,,
2018-09-19,,94.652,82.206,,,84.683,,,,,,86.384,,,75.017,,,,100.713,95.106,,,,,91.964,,,,,103.167,91.264,,,,
2018-09-20,,94.788,82.375,,,84.672,,,,,,86.295,,,,,,,100.931,95.953,,,,,92.364,,,,,103.167,91.334,,,,
2018-09-21,,95.05,82.696,,,84.694,,,,,,86.387,,,75.565,,,,101.109,96.825,,,,,93.29,,,,,103.333,91.983,,,,
2018-09-24,,95.015,82.693,,,84.664,,,,,,86.397,,,75.219,,,,101.009,96.667,,,,,93.194,,,,,103.375,91.79,,,,
2018-09-25,,94.974,82.641,,,84.657,,,,,,86.396,,,75.171,,,,100.939,96.604,,,91.74,,93.129,,,,,103.375,92.251,,,,
2018-09-26,,95.288,82.601,,,84.683,,,,,,86.299,,,75.546,,,,101.319,96.828,,,91.01,,93.659,,,,,103.292,92.459,,,,
2018-09-27,,95.243,82.578,,,84.728,,,,,,86.368,,,76.405,,,,101.287,96.522,,,,,94.353,,,,,103.542,93.407,,,,
2018-09-28,,95.372,82.505,,,84.86,,,,,,86.236,,,76.99,,,,101.386,95.802,,,,,95.09,,,,,103.542,94.494,,,,
2018-10-01,,95.329,82.486,,,84.776,,,,,,86.243,,,76.932,,,,101.294,95.761,,,,,95.035,,,,,103.625,94.478,,,,
2018-10-02,,95.433,82.535,,,84.988,,,,,,86.217,,,75.078,,,,101.254,95.507,,,,,95.012,,,,,103.625,93.969,,,,
2018-10-03,,95.383,82.418,,,85.042,,,,,,86.217,,,74.35,,,,100.653,94.954,,,,,94.7,,,,,103.708,93.747,,,,
2018-10-04,,95.329,81.935,,,85.005,,,,,,86.136,,,72.607,,,,100.664,94.488,,,,,93.554,,,,,103.594,91.961,,,,
2018-10-05,,95.328,81.749,,,84.875,,,,,,86.146,,,71.649,,,,100.474,94.384,,,,,93.701,,,,,104.083,91.779,,,,
2018-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.958,,,,,
2018-10-09,,95.049,81.21,,,84.733,,,,,,86.09,,,71.275,,,,100.409,93.325,,,91.0,,93.751,,,,,103.958,91.668,,,,
2018-10-10,,95.194,81.187,,,84.664,,,,,,86.179,,,71.232,,,,100.284,93.556,,,,,94.77,,,,,103.958,92.386,,,,
2018-10-11,,95.099,80.864,,,84.627,,,,,,86.075,,,70.5,,,,99.281,93.116,,,,,93.699,,,,,103.875,91.808,,,,
2018-10-12,,95.006,80.426,,,84.588,,,,,,86.116,,,70.643,,,,99.011,93.211,,,,,93.82,,,,,103.917,91.982,,,,
2018-10-15,,95.052,80.291,,,84.439,,,,,,86.132,,,70.748,,,,99.015,93.086,,,,,93.999,,,,,103.875,92.135,,,,
2018-10-16,,94.973,80.016,,,84.343,,,,,,85.732,,,67.287,,,,98.909,92.776,,,,,93.928,,,,,103.792,91.95,,,,
2018-10-17,,94.929,79.901,,,84.35,,,,,,85.923,,,67.008,,,,98.65,92.651,,,,,93.95,,,,,103.667,91.854,,,,
2018-10-18,,94.93,79.925,,,84.316,,,,,,85.403,,,63.766,,,,98.992,92.157,,,87.25,,93.724,,,,,103.667,91.897,,,,
2018-10-19,,94.744,79.899,,,84.133,,,,,,84.847,,,63.251,,,,98.666,91.981,,,,,93.069,,,,,103.583,91.176,,,,
2018-10-22,,94.768,78.888,,,83.955,,,,,,84.768,,,64.216,,,,98.673,91.909,,,86.75,,92.954,,,,,103.35,91.404,,,,
2018-10-23,,94.619,76.523,,,83.783,,,,,,84.228,,,65.521,,,,98.311,91.216,,,,,92.723,,,,,102.958,91.372,,,,
2018-10-24,,94.725,75.195,,,83.571,,,,,,84.174,,,67.318,,,,98.42,90.047,,,,,93.012,,,,,102.958,91.567,,,,
2018-10-25,,94.342,72.564,,,83.605,,,,,,83.756,,,66.802,,,,98.503,89.078,,,,,92.203,,,,,102.708,91.082,,,,
2018-10-26,,94.305,72.019,,,84.173,,,,,,83.739,,,66.802,,,,98.464,88.596,,,,,92.115,,,,,102.583,91.004,,,,
2018-10-29,,94.299,71.745,,,84.238,,,,,,83.697,,,66.613,,,,98.576,87.74,,,,,91.871,,,,,102.437,90.983,,,,
2018-10-30,,93.928,71.099,,,84.103,,,,,,83.679,,,66.066,,,,98.33,84.455,,,86.25,,91.493,,,,,102.25,90.694,,,,
2018-10-31,,92.915,70.979,,,83.956,,,,,,83.367,,,65.658,,,,97.874,84.053,,,,,91.33,,,,,102.187,90.577,,,,
2018-11-01,,92.469,70.847,,,83.892,,,,,,82.401,,,65.053,,,,98.197,83.454,,,87.0,,89.86,,,,,101.156,90.014,,,,
2018-11-02,,92.516,71.56,,,83.96,,,,,,82.337,,,66.201,,,,98.077,85.698,,,,,90.878,,,,,101.25,90.503,,,,
2018-11-05,,92.736,71.469,,,83.987,,,,,,82.222,,,65.99,,,,98.104,84.989,,,,,90.428,,,,,100.542,90.305,,,,
2018-11-06,,92.77,71.634,,,83.862,,,,,,82.602,,,66.06,,,,98.006,85.304,,,,,90.498,,,,,100.396,90.529,,,,
2018-11-07,,92.753,71.788,,,83.813,,,,,,82.613,,,66.66,,,,97.94,85.383,,,88.625,,90.695,,,,,100.396,90.811,,,,
2018-11-08,,92.933,71.836,,,83.796,,,,,,82.522,,,67.372,,,,97.947,85.739,,,,,91.432,,,,,100.225,91.962,,,,
2018-11-09,,92.946,72.478,,,83.822,,,,,,82.48,,,68.705,,,,98.212,85.695,,,,,91.448,,,,,100.075,92.015,,,,
2018-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.292,,,,,
2018-11-13,,92.709,71.979,,,83.819,,,,,,82.249,,,68.616,,,,98.127,85.155,,,,,90.447,,,,,99.65,91.429,,,,
2018-11-14,,92.547,72.088,,,83.802,,,,,,82.248,,,68.473,,,,97.873,84.404,,,,,87.579,,,,,97.831,90.442,,,,
2018-11-15,,92.496,71.906,,,83.79,,,,,,82.25,,,68.596,,,,97.664,84.246,,,,,88.028,,,,,97.5,90.629,,,,
2018-11-16,,92.624,71.9,,,83.589,,,,,,82.247,93.266,,68.596,,,,97.984,84.248,,,,,88.265,,,,,97.625,90.821,,,,
2018-11-19,,92.476,71.811,,,83.543,,,,,,82.25,92.752,,68.32,,,,97.521,83.5,,,,,88.138,,,,,97.5,90.39,,,,
2018-11-20,,92.057,70.99,,,83.29,,,,,,82.249,92.484,,68.139,,,,97.472,83.125,,,,,87.907,,,,,97.225,90.126,,,,
2018-11-21,,91.243,70.721,,,83.391,,,,,,82.249,92.297,,67.987,,,,97.412,83.228,,,,,87.172,,,,,95.688,89.545,,,,
2018-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.438,,,,,
2018-11-23,,91.206,71.016,,,83.248,,,,,,82.249,92.704,,67.932,,,,97.314,83.872,,,,,86.803,,,,,95.75,89.452,,,,
2018-11-26,,91.231,71.08,,,83.398,,,,,,82.249,92.918,,68.006,,,,97.347,84.013,,,,,86.619,,,,,91.342,89.41,,,,
2018-11-27,,91.235,70.938,,,83.413,,,,,,82.25,94.0,,67.936,,,,97.379,84.829,,,84.998,,85.505,,,,,91.646,89.165,,,,
2018-11-28,,90.988,70.877,,,83.551,,,,,,82.264,94.941,,67.635,,,,97.075,85.33,,,84.25,,85.506,,,,,91.367,88.783,,,,
2018-11-29,,91.164,70.8,,,83.463,,,,,,82.252,94.857,,67.756,,,,97.128,85.55,,,,,86.276,,,,,91.417,89.267,,,,
2018-11-30,,91.404,70.865,,,83.448,,,,,,82.251,94.979,,67.756,,,,97.183,85.488,,,,,86.922,,,,,91.508,89.494,,,,
2018-12-03,,91.505,71.004,,,83.527,,,,,,79.299,96.027,,68.004,,,,97.579,87.064,,,,,89.287,,,,,92.055,90.916,,,,
2018-12-04,,91.546,71.177,,,83.458,,,,,,78.626,95.876,,68.173,,,,97.382,86.887,,,,,89.394,,,,,92.94,90.957,,,,
2018-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.1,,,,,
2018-12-06,,91.562,71.297,,,83.616,,,,,,78.682,95.936,,68.305,,,,97.143,86.927,,,,,89.216,,,,,93.237,90.589,,,,
2018-12-07,,91.637,71.396,,,83.565,,,,,,78.742,96.34,,68.364,,,,97.536,87.249,,,,,89.334,,,,,93.079,90.732,,,,
2018-12-10,,91.58,71.269,,,83.849,,,,,,78.723,96.349,,68.077,,,,97.247,87.075,,,82.78,,88.971,,,,,92.976,90.351,,,,
2018-12-11,,91.553,71.301,,,83.774,,,,,,78.643,96.576,,67.681,,,,96.914,87.086,,,82.1,,88.72,,,,,92.526,90.154,,,,
2018-12-12,,91.597,71.357,,,83.949,,,,,,78.58,97.394,,68.267,,,,96.695,87.512,,,,,88.807,,,,,92.125,90.081,,,,
2018-12-13,,91.751,72.711,,,84.281,,,,,,78.516,98.42,,68.614,,,,96.774,90.131,,,82.01,,89.084,,,,,92.125,90.252,,,,
2018-12-14,,91.748,73.391,,,84.6,,,,,,78.594,98.472,,68.469,,,,96.805,89.829,,,,,89.2,,,,,92.167,90.225,,,,
2018-12-17,,91.824,73.691,,,84.487,,,,,,78.643,98.497,,68.634,,,,97.011,89.733,,,,,89.26,,,,,92.146,90.249,,,,
2018-12-18,,91.871,73.623,,,84.424,,,,,,78.554,98.22,,68.966,,,,97.034,89.587,,,,,89.181,,,,,92.125,89.866,,,,
2018-12-19,,92.009,73.695,,,84.418,,,,,,78.608,98.081,,69.135,,,,97.089,89.465,,,,,87.446,,,,,90.125,89.362,,,,
2018-12-20,,91.764,73.796,,,84.379,,,,,,78.664,97.938,,69.034,,,,96.564,89.374,,,,,86.919,,,,,89.313,89.204,,,,
2018-12-21,,91.796,73.885,,,84.373,,,,,,78.44,97.907,,68.963,,,,96.739,89.144,,,,,85.489,,,,,89.333,88.336,,,,
2018-12-24,,91.889,73.734,,,84.402,,,,,,78.468,97.876,,68.871,,,,97.147,89.331,,,,,85.586,,,,,89.25,88.254,,,,
2018-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.333,,,,,
2018-12-26,,91.728,73.83,,,84.345,,,,,,78.467,97.695,,68.871,,,,96.821,88.994,,,,,85.33,,,,,89.333,88.032,,,,
2018-12-27,,91.925,73.727,,,84.436,,,,,,78.502,97.867,,68.871,,,,97.083,89.202,,,80.0,,85.58,,,,,89.167,88.113,,,,
2018-12-28,,91.995,73.793,,,84.423,,,,,,78.502,97.895,,68.871,,,,97.373,89.416,,,81.565,,85.809,,,,,89.208,88.157,,,,
2018-12-31,,92.017,73.827,,,84.444,,,,,,78.495,97.915,,68.79,,,,97.246,89.36,,,81.0,,85.778,,,,,89.25,88.025,,,,
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.39,,,,,
2019-01-02,,92.063,74.21,,,84.547,,,,,,59.444,97.976,,68.74,,,,96.625,89.353,,,,,83.791,,,,,89.312,87.769,,,,
2019-01-03,,92.165,73.914,,,84.537,,,,,,58.73,97.884,,68.557,,,,97.496,88.672,,,,,83.499,,,,,89.354,86.313,,,,
2019-01-04,,92.021,73.779,,,84.586,,,,,,58.444,97.532,,68.645,,,,96.282,88.622,,,,,83.763,,,,,89.469,85.656,,,,
2019-01-07,,92.26,74.288,,,84.55,,,,,,70.576,97.872,,68.877,,,,96.783,89.382,,,,,86.33,,,,,90.125,86.048,,,,
2019-01-08,,92.383,75.994,,,85.086,,,,,,70.663,98.018,,69.445,,,,97.008,89.486,,,,,86.828,,,,,91.365,85.758,,,,
2019-01-09,,93.239,77.301,,,85.042,,,,,,70.41,98.235,,71.966,,,,97.616,90.136,,,,,88.937,,,,,94.395,86.136,,,,
2019-01-10,,93.342,77.332,,,85.062,,,,,,70.384,98.285,,71.555,,,,97.06,89.408,,,,,88.259,,,,,94.377,86.013,,,,
2019-01-11,,93.821,77.31,,,85.062,,,,,,74.755,98.228,,71.064,,,,97.369,89.425,,,,,88.86,,,,,94.243,85.635,,,,
2019-01-14,,93.956,77.496,,,85.238,,,,,,75.417,98.338,,71.064,,,,97.204,88.814,,,,,88.965,,,,,95.0,85.396,,,,
2019-01-15,,94.087,78.254,,,84.976,,,,,,75.496,98.811,,71.064,,,,97.113,89.172,,,83.75,,89.196,,,,,94.879,85.466,,,,
2019-01-16,,94.499,78.656,,,84.955,,,,,,75.577,99.027,,71.24,,,,97.424,88.676,,,84.5,,90.296,,,,,95.01,86.199,,,,
2019-01-17,,94.594,78.758,,,85.049,,,,,,75.819,99.03,,71.341,,,,97.185,88.098,,,85.0,,90.171,,,,,95.139,86.282,,,,
2019-01-18,,94.673,78.728,,,85.017,,,,,,75.632,99.11,,71.536,,,,97.072,87.588,,,,,90.644,,,,,95.556,86.9,,,,
2019-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.5,,,,,
2019-01-22,,94.493,78.559,,,85.071,,,,,,76.145,99.4,,72.091,,,,97.397,87.965,,,85.0,,92.163,,,,,96.191,88.07,,,,
2019-01-23,,94.496,78.687,,,85.064,,,,,,76.468,99.321,,71.817,,,,97.576,89.159,,,85.5,,92.164,,,,,96.75,88.069,,,,
2019-01-24,,94.82,79.419,,,85.369,,,,,,76.369,99.833,,70.211,,,,97.745,90.579,,,85.105,,93.014,,,,,97.25,88.922,,,,
2019-01-25,,95.021,81.142,,,85.407,,,,,,76.454,99.948,,69.273,,,,97.97,92.562,,,85.25,,93.293,,,,,98.007,90.339,,,,
2019-01-28,,95.112,82.554,,,86.031,,,,,,76.386,99.973,,69.752,,,,98.486,93.17,,,,,93.549,,,,,97.927,90.649,,,,
2019-01-29,,95.297,82.439,,,86.305,,,,,,76.597,98.012,,68.436,,,,98.354,92.267,,,,,91.811,,,,,97.834,90.194,,,,
2019-01-30,,95.434,82.389,,,87.558,,,,,,76.604,98.707,,68.541,,,,98.627,92.769,,,,,91.875,,,,,97.866,90.37,,,,
2019-01-31,,95.516,82.485,,,87.962,,,,,,76.745,99.415,,69.636,,,,98.689,93.518,,,,,92.98,,,,,98.201,91.581,,,,
2019-02-01,,95.366,82.568,,,88.138,,,,,,75.72,99.392,,69.756,,,,98.386,93.418,,,88.74,,92.743,,,,,98.306,91.134,,,,
2019-02-04,,95.452,82.56,,,87.899,,,,,,75.385,99.697,,69.7,,,,98.434,93.451,,,,,92.599,,,,,98.265,91.3,,,,
2019-02-05,,95.495,82.592,,,87.905,,,,,,76.748,99.705,,69.7,,,,98.699,93.528,,,,,92.884,,,,,98.302,91.401,,,,
2019-02-06,,95.367,82.589,,,87.946,,,,,,76.748,99.696,,69.647,,,,98.574,93.441,,,,,92.929,,,,,98.449,91.366,,,,
2019-02-07,,95.323,82.597,,,88.018,,,,,,75.359,99.656,,69.647,,,,98.454,93.459,,,89.0,,92.965,,,,,98.47,91.3,,,,
2019-02-08,,95.512,82.766,,,87.956,,,,,,75.709,99.663,,69.852,,,,98.737,93.391,,,,,92.848,,,,,98.64,91.132,,,,
2019-02-11,,95.761,82.974,,,87.537,,,,,,75.371,99.719,,69.892,,,,98.749,93.47,,,,,92.978,,,,,98.406,91.359,,,,
2019-02-12,,95.785,84.037,,,87.484,,,,,,75.391,99.932,,69.659,,,,99.039,93.736,,,,,93.205,,,,,98.379,91.145,,,,
2019-02-13,,95.944,85.215,,,87.591,,,,,,74.691,100.026,,69.452,,,,99.109,93.405,,,,,93.386,,,,,98.686,91.29,,,,
2019-02-14,,96.017,85.245,,,87.732,,,,,,74.624,100.073,,69.045,,,,99.305,93.515,,,,,93.548,,,,,98.895,91.416,,,,
2019-02-15,,96.068,86.427,,,87.731,,,,,,75.525,100.37,,68.556,,,,99.474,93.666,,,,,94.09,,,,,99.506,91.285,,,,
2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.292,,,,,
2019-02-19,,96.403,88.896,,,88.325,,,,,,75.555,100.535,,67.696,,,,100.631,94.76,,,,,95.044,,,,,100.913,91.777,,,,
2019-02-20,,96.233,88.4,,,88.332,,,,,,75.627,100.289,,67.096,,,,100.802,94.157,,,,,94.702,,,,,100.78,91.771,,,,
2019-02-21,,96.053,87.305,,,88.389,,,,,,75.8,100.151,,67.649,,,,100.987,94.015,,,,,94.466,,,,,100.789,91.713,,,,
2019-02-22,,96.054,84.827,,,88.264,,,,,,75.871,100.054,,67.446,,,,101.207,93.115,,,,,94.509,,,,,100.469,91.899,,,,
2019-02-25,,95.897,84.539,,,88.255,,,,,,75.889,99.905,,67.186,,,,101.205,93.181,,,,,94.504,,,,,100.519,91.899,,,,
2019-02-26,,95.925,84.642,,,88.262,,,,,,75.521,99.922,,67.084,,,,100.959,93.289,,,88.0,,94.22,,,,,99.947,91.762,,,,
2019-02-27,,95.786,85.249,,,88.298,,,,,,75.539,100.053,,67.012,,,,100.314,93.672,,,,,94.068,,,,,99.9,91.685,,,,
2019-02-28,,96.019,85.516,,,88.284,,,,,,75.63,100.221,,67.381,,,,100.327,94.056,,,,,94.251,,,,,99.882,92.475,,,,
2019-03-01,,95.951,85.495,,,88.255,,,,,,75.632,100.241,,67.947,,,,100.393,95.157,,,89.0,,94.656,,,,,99.905,93.084,,,,
2019-03-04,,96.107,86.392,,,88.565,,,,,,77.232,100.71,,68.598,,,,100.8,95.769,,,,,94.808,,,,,100.066,94.187,,,,
2019-03-05,,96.432,86.729,,,89.101,,,,,,77.011,100.601,,70.434,,,,100.761,96.115,,,88.375,,95.092,,,,,100.158,94.737,,,,
2019-03-06,,96.477,86.76,,,89.469,,,,,,76.9,100.924,,79.43,,,,100.9,96.828,,,,,94.903,,,,,100.152,95.086,,,,
2019-03-07,,96.567,86.224,,,89.305,,,,,,78.163,100.862,,80.605,,,,101.019,96.575,,,,,94.662,,,,,100.182,95.333,,,,
2019-03-08,,96.367,85.585,,,89.254,,,,,,80.217,100.563,,79.121,,,,100.78,95.148,,,,,93.678,,,,,100.08,94.43,,,,
2019-03-11,,96.317,86.111,,,89.392,,,,,,80.803,100.732,,80.228,,,,100.705,96.299,,,87.875,,93.786,,,,,100.188,94.511,,,,
2019-03-12,,96.565,86.822,,,89.765,,,,,,81.134,101.146,,88.179,,,,101.103,97.161,,,,,94.519,,,,,100.375,95.156,,,,
2019-03-13,,96.584,87.889,,,89.931,,,,,,81.172,101.209,,86.848,,,,100.967,97.574,,,,,94.434,,,,,100.438,95.314,,,,
2019-03-14,,96.746,89.92,,,90.245,,,,,,81.267,101.228,,87.191,,,,101.155,98.501,,,89.25,,94.582,,,,,100.5,95.847,,,,
2019-03-15,,96.99,90.347,,,90.698,,,,,,81.281,101.415,,89.605,,,,101.7,99.297,,,,,95.115,,,,,100.5,96.011,,,,
2019-03-18,,97.309,90.557,,,91.665,,,,,,83.282,101.685,,89.386,,,,101.812,100.104,,,89.625,,95.897,,,,,100.833,96.765,,,,
2019-03-19,,97.271,91.26,,,92.091,,,,,,84.403,101.395,,89.762,,,,101.827,99.733,,,90.0,,96.568,,,,,101.219,97.16,,,,
2019-03-20,,98.334,90.365,,,92.157,,,,,,84.289,101.466,,89.849,,,,102.229,100.316,,,,,96.45,,,,,101.167,97.618,,,,
2019-03-21,,97.261,91.814,,,92.723,,,,,,85.419,101.402,,89.623,,,,102.457,101.311,,,,,96.986,,,,,100.875,97.759,,,,
2019-03-22,,97.241,92.106,,,92.758,,,,,,86.049,101.641,,91.28,,,,103.059,101.997,,,91.25,,97.803,,,,,101.445,98.086,,,,
2019-03-25,,97.34,92.304,,,92.769,,,,,,86.818,101.42,,90.948,,,,102.828,101.665,,,,,97.563,,,,,101.583,97.781,,,,
2019-03-26,,97.562,93.76,,,93.024,,,,,,87.294,101.504,,90.771,,,,102.922,101.328,,,,,97.679,,,,,102.531,97.992,,,,
2019-03-27,,97.578,93.222,,,93.189,,,,,,88.3,101.502,,92.835,,,,103.031,100.232,,,91.85,,97.938,,,,,102.708,98.006,,,,
2019-03-28,,97.517,92.842,,,92.968,,,,,,88.293,101.45,,92.52,,,,103.113,99.337,,,92.75,,97.547,,,,,102.656,97.767,,,,
2019-03-29,,97.61,92.785,,,92.804,,,,,,88.848,101.445,,92.382,,,,103.482,98.698,,,92.5,,97.33,,,,,102.708,97.875,,,,
2019-04-01,,97.602,92.523,,,92.767,,,,,,88.79,101.34,,92.275,,,,103.509,98.261,,,,,97.152,,,,,102.708,97.5,,,,
2019-04-02,,97.606,92.121,,,92.598,,,,,,88.677,101.298,,91.6,,,,103.908,97.865,,,,,96.931,,,,,102.708,97.373,,,,
