,USY8137FAQ10 Corp,XS1266590089 Corp,XS1627597955 Corp,XS2030531938 Corp,USG84228EH74 Corp,XS1751792836 Corp,XS2071413483 Corp,XS2099273737 Corp,XS2106329134 Corp,XS2016067303 Corp,USG85381AE48 Corp,XS1526108235 Corp,XS1808311424 Corp,XS2100664544 Corp,XS1506085114 Corp,USY267BJGT59 Corp,XS2082380515 Corp,XS2098881654 Corp,USY2R27RAB56 Corp,XS1587867539 Corp,XS2132420758 Corp,XS2079668609 Corp,XS1642686676 Corp,XS2201937211 Corp,USY59505AA82 Corp,XS2215399317 Corp,USY2R40TAB40 Corp,XS2205566206 Corp,USY59501AA78 Corp,XS1719264324 Corp,USY708CHAA88 Corp,XS2189303873 Corp,USG61759AA70 Corp,XS1981089284 Corp,XS1981973941 Corp
2019-04-03,,97.659,92.647,,,92.472,,,,,,88.258,101.33,,91.664,,,,103.503,98.471,,,,,97.036,,,,,102.708,97.357,,,,
2019-04-04,,97.598,93.057,,,92.584,,,,,,88.258,101.221,,91.673,,,,103.598,98.29,,,92.75,,97.061,,,,,102.833,97.296,,,,
2019-04-05,,97.789,92.725,,,92.587,,,,,,88.263,101.315,,91.896,,,,103.951,98.546,,,,,97.225,,,,,102.75,97.434,,,,
2019-04-08,,97.798,92.317,,,92.288,,,,,,88.258,101.123,,90.687,,,,103.366,97.235,,,,,96.605,,,,,102.781,96.087,,100.591,,
2019-04-09,,97.768,92.336,,,92.243,,,,,,88.258,101.128,,89.634,,,,103.495,97.935,,,,,95.838,,,,,102.875,95.554,,100.693,,
2019-04-10,,97.839,92.359,,,92.156,,,,,,88.258,101.199,,89.222,,,,103.732,97.746,,,92.44,,95.683,,,,,102.875,95.574,,100.673,,
2019-04-11,,97.689,92.381,,,92.208,,,,,,88.258,101.13,,88.848,,,,103.263,97.27,,,92.25,,95.204,,,,,102.813,95.735,,100.573,,
2019-04-12,,97.736,92.333,,,92.027,,,,,,88.258,101.21,,89.125,,,,103.361,97.214,,,93.875,,95.373,,,,,102.608,95.998,,100.656,,
2019-04-15,,97.613,92.254,,,92.158,,,,,,88.223,101.264,,90.332,,,,103.365,97.238,,,,,96.003,,,,,102.813,96.853,,100.854,,100.418
2019-04-16,,97.51,92.251,,,92.173,,,,,,88.352,101.187,,90.44,,,,103.329,96.63,,,92.125,,96.365,,,,,102.813,97.368,,100.939,,100.652
2019-04-17,,97.575,92.316,,,92.308,,,,,,88.184,101.312,,91.16,,,,103.634,96.653,,,,,97.015,,,,,102.875,98.235,,101.179,,100.91
2019-04-18,,97.486,92.609,,,92.336,,,,,,87.793,101.313,,91.026,,,,103.481,96.593,,,,,97.151,,,,,103.094,98.769,,101.113,,100.907
2019-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.725,,,,,
2019-04-22,,97.426,92.614,,,92.332,,,,,,87.839,101.296,,91.067,,,,103.383,96.561,,,93.2,,97.108,,,,,103.094,98.759,,101.065,,100.906
2019-04-23,,97.452,92.387,,,92.281,,,,,,85.488,101.321,,91.2,,,,103.552,96.493,,,93.913,,97.3,,,,,103.219,98.819,,101.321,,100.746
2019-04-24,,97.561,92.286,,,92.283,,,,,,85.298,101.369,,91.451,,,,103.705,96.304,,,93.2,,97.348,,,,,103.3,98.81,,101.289,,100.69
2019-04-25,,97.511,92.046,,,92.248,,,,,,79.437,101.384,,91.364,,,,103.466,96.107,,,93.59,,97.26,,,,,103.312,98.642,,101.204,,100.619
2019-04-26,,97.729,92.063,,,92.291,,,,,,79.6,101.514,,91.261,,,,103.683,95.854,,,93.6,,97.447,,,,,103.881,98.623,,101.296,,100.665
2019-04-29,,97.522,91.965,,,92.481,,,,,,79.71,101.469,,91.43,,,,103.549,95.777,,,,,97.674,,,,,103.969,98.52,,101.302,,100.761
2019-04-30,,97.862,92.014,,,92.884,,,,,,79.718,101.617,,91.398,,,,103.815,95.917,,,93.6,,97.944,,,,,104.031,98.765,,101.318,,100.898
2019-05-01,,97.516,91.943,,,92.866,,,,,,79.735,101.476,,91.044,,,,103.552,95.728,,,93.875,,97.591,,,,,104.083,98.558,,101.217,,100.891
2019-05-02,,97.499,91.946,,,92.79,,,,,,79.707,101.564,,91.135,,,,103.32,95.697,,,,,97.878,,,,,104.094,98.672,,101.199,,100.9
2019-05-03,,97.488,91.802,,,92.856,,,,,,79.709,101.673,,91.361,,,,103.71,95.937,,,,,97.979,,,,,103.813,98.696,,101.262,,100.929
2019-05-06,,97.313,91.486,,,92.665,,,,,,79.704,101.781,,90.663,,,,103.344,95.363,,,,,97.996,,,,,103.719,98.929,,101.173,,100.677
2019-05-07,,97.192,91.543,,,92.644,,,,,,79.489,101.66,,90.73,,,,103.628,95.599,,,,,97.893,,,,,103.781,98.023,,101.11,,100.675
2019-05-08,,96.995,91.505,,,90.871,,,,,,79.182,101.565,,90.253,,,,103.149,94.847,,,94.25,,97.375,,,,,103.781,97.644,,100.72,,98.938
2019-05-09,,96.858,91.334,,,90.441,,,,,,79.223,101.567,,89.7,,,,103.396,94.024,,,93.25,,97.228,,,,,103.594,96.453,,99.67,,98.641
2019-05-10,,96.91,91.148,,,90.023,,,,,,79.022,101.484,,89.302,,,,103.233,93.812,,,,,96.918,,,,,103.417,94.287,,99.255,,98.21
2019-05-13,,96.834,90.941,,,90.138,,,,,,79.002,101.427,,89.251,,,,103.18,93.935,,,92.25,,96.942,,,,,103.475,94.267,,99.141,,98.261
2019-05-14,,96.729,90.226,,,89.793,,,,,,79.085,101.212,,88.09,,,,102.819,93.562,,,,,96.098,,,,,103.25,91.59,,98.879,,97.896
2019-05-15,,97.059,93.156,,,89.904,,,,,,79.082,101.191,,88.283,,,,102.912,93.508,,,,,96.815,,,,,103.187,93.384,,99.067,,98.07
2019-05-16,,97.078,93.308,,,90.302,,,,,,79.073,101.353,,88.458,,,,102.948,93.338,,,91.25,,96.863,,,,,103.187,93.569,,99.015,,98.072
2019-05-17,,96.706,93.84,,,90.251,,,,,,78.687,101.291,,88.262,,,,102.936,93.391,,,,,96.974,,,,98.122,103.417,93.493,,99.066,,98.172
2019-05-20,,96.674,94.116,,,90.316,,,,,,78.886,101.251,,88.145,,,,102.788,93.261,,,92.275,,96.881,,,,98.072,103.25,93.423,,98.939,,98.192
2019-05-21,,96.596,93.879,,,90.288,,,,,,79.324,101.381,,87.862,,,,103.037,93.196,,,91.73,,97.078,,,,97.997,103.333,93.446,,98.997,,98.254
2019-05-22,,97.056,94.149,,,90.272,,,,,,79.486,101.512,,88.37,,,,103.318,93.112,,,,,97.434,,,,98.887,103.25,93.421,,99.144,99.585,98.294
2019-05-23,,97.098,94.356,,,90.289,,,,,,79.426,101.59,,88.342,,,,103.231,93.159,,,91.02,,97.441,,,,98.666,103.333,93.358,,99.243,99.577,98.354
2019-05-24,,97.094,93.535,,,90.288,,,,,,79.139,101.559,,88.37,,,,102.974,92.809,,,91.66,,97.082,,,,98.1,103.456,93.24,,99.132,99.707,98.383
2019-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.167,,,,,
2019-05-28,,97.019,94.248,,,90.323,,,,,,79.765,101.739,,88.205,,,,102.878,92.983,,,,,97.284,,,,98.485,103.167,93.115,,99.132,100.148,98.406
2019-05-29,,96.969,94.546,,,90.368,,,,,,79.547,101.751,,87.974,,,,102.813,92.895,,,,,97.016,,,,98.333,103.156,93.032,,98.931,100.118,98.374
2019-05-30,,96.978,94.613,,,90.353,,,,,,79.436,101.847,,88.379,,,,103.21,93.214,,,,,97.369,,,,98.633,103.188,93.296,,99.192,100.387,98.527
2019-05-31,,97.032,94.572,,,90.358,,,,,,79.459,101.947,,88.209,,,,103.11,93.002,,,,,97.142,,,,98.291,103.208,93.0,,99.083,100.693,98.546
2019-06-03,,96.847,94.207,,,90.289,,,,,,79.202,101.821,,87.979,,,,103.101,92.561,,,90.82,,96.302,,,,97.773,103.063,92.56,,98.898,99.804,98.627
2019-06-04,,96.701,93.853,,,90.261,,,,,,79.152,101.756,,86.837,,,,102.415,91.76,,,,,93.945,,,,95.309,103.0,92.088,,98.592,99.378,98.625
2019-06-05,,96.718,93.913,,,90.268,,,,,,79.152,101.729,,86.979,,,,102.693,91.814,,,91.875,,94.929,,,,96.119,102.563,92.257,,98.499,99.639,98.625
2019-06-06,,96.653,93.92,,,90.16,,,,,,80.738,101.746,,87.076,,,,102.69,92.001,,,,,94.887,,,,96.111,102.313,91.945,,98.465,99.634,98.667
2019-06-07,,96.695,93.96,,,90.225,,,,,,80.737,101.936,,87.322,,,,103.317,92.034,,,,,95.202,,,,96.411,102.458,92.093,,98.741,99.856,98.675
2019-06-10,,96.734,94.311,,,90.26,,,,,,80.81,101.958,,87.806,,,,103.652,92.608,,,,,95.743,,,,96.889,102.575,92.363,,98.589,100.012,98.802
2019-06-11,,96.781,94.676,,,90.284,,,,,,80.76,101.931,,88.968,,,,104.204,93.765,,,,,96.448,,,,98.092,102.531,92.757,,98.542,99.862,98.731
2019-06-12,,97.122,94.551,,,90.279,,,,,,80.631,102.051,,88.746,,,,104.061,93.979,,,92.6,,96.292,,104.579,,97.682,102.531,92.598,,98.254,99.802,98.744
2019-06-13,,96.84,94.683,,,90.221,,,,,,80.647,102.101,,88.818,,,,104.421,93.783,,,,,96.148,,104.776,,97.585,102.531,92.589,,98.431,99.751,98.713
2019-06-14,,96.727,94.617,,,90.18,,,,,,80.612,102.075,,88.59,,,,104.217,93.805,,,,,96.01,,104.673,,97.428,102.625,92.411,,98.178,99.606,98.722
2019-06-17,,96.788,94.465,,,90.061,,,,,,80.713,102.135,,88.578,,,,104.284,93.806,,,94.2,,96.027,,104.572,,97.254,102.525,92.407,,98.376,99.536,98.687
2019-06-18,,96.697,94.43,,,89.741,,,,,,80.72,102.049,,88.304,,,,104.123,93.68,,,,,95.826,,104.295,,97.2,102.531,92.239,,98.24,99.449,98.509
2019-06-19,,96.987,94.884,,,89.322,,,,,,80.711,102.387,,89.654,,,,105.193,94.6,,,,,98.127,,105.289,,99.274,102.475,93.001,,98.845,100.132,98.018
2019-06-20,,96.756,95.682,,,89.007,,,,,,80.738,102.114,,91.429,,,,104.6,95.383,,,97.0,,98.422,,104.999,,99.442,102.531,93.247,,99.85,100.789,98.12
2019-06-21,,96.872,95.685,,,89.028,,,,,,80.709,102.273,,91.512,,,,105.177,94.875,,,96.375,,98.267,,105.212,,99.4,102.542,93.382,,99.913,100.744,98.198
2019-06-24,,96.87,95.705,,,89.067,,,,,,80.835,102.197,,91.605,,,,105.104,94.581,,,,,98.433,,105.375,,99.739,102.458,93.454,,99.778,100.789,98.247
2019-06-25,,97.097,95.352,,,88.98,,,,,,80.723,102.201,,91.516,,,,105.318,94.677,,,,,98.764,,105.904,,99.918,102.458,93.496,,99.767,100.685,98.321
2019-06-26,99.733,96.954,95.294,,,88.969,,,,,,80.742,102.219,,91.149,,,,105.062,94.451,,,,,99.053,,105.098,,99.956,102.542,93.787,,99.627,100.432,98.355
2019-06-27,99.732,97.0,95.546,,,88.965,,,,,,80.652,102.219,,91.806,,,,105.444,94.451,,,95.875,,99.623,,105.446,,100.562,102.542,94.572,,99.996,100.827,98.345
2019-06-28,99.926,97.061,95.657,,,88.891,,,,,,80.57,102.235,,91.739,,,,105.36,94.19,,,,,99.762,,105.358,,100.769,102.625,95.583,,99.759,101.158,98.169
2019-07-01,100.357,97.053,96.423,,,88.875,,,,,,80.616,102.328,,91.648,,,,105.628,94.661,,,,,100.149,,105.462,,101.16,102.625,96.611,,100.076,101.256,98.213
2019-07-02,100.53,97.144,96.881,,,88.845,,,,,,80.756,102.498,,93.853,,,,106.217,94.697,,,97.4,,100.965,,106.135,,102.168,102.542,96.793,,100.383,102.152,98.155
2019-07-03,100.462,97.164,97.164,,,88.9,,,,,,80.471,102.601,,94.223,,,,105.973,94.909,,,98.775,,101.126,,106.004,,102.277,102.542,96.743,,100.228,102.23,98.165
2019-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.542,,,,,
2019-07-05,100.744,97.052,97.063,,,88.775,,,,,,80.402,102.48,,93.852,,,,105.697,94.939,,,,,100.964,,105.338,,101.955,102.667,96.381,,99.782,102.026,98.175
2019-07-08,100.686,97.136,97.151,,,88.759,,,,,,80.773,102.515,,94.016,,,,105.952,94.659,,,,,100.948,,105.822,,101.94,102.594,96.186,,99.928,102.138,98.169
2019-07-09,100.177,97.061,97.085,,,88.76,,,,,,80.685,102.402,,93.153,,,,106.366,94.51,,,,,100.874,,105.647,,101.537,102.594,95.378,,99.803,102.046,98.214
2019-07-10,99.935,97.16,97.052,,,88.76,,,,,,80.751,102.436,,92.822,,,,106.186,94.273,,,,,100.858,,106.005,,101.619,102.581,95.307,,99.971,102.065,98.149
2019-07-11,100.183,97.062,96.668,,,88.629,,,,,,80.902,102.272,,92.685,,,,105.555,93.806,,,,,100.437,,105.206,,101.785,102.581,94.979,,99.603,101.854,98.042
2019-07-12,100.152,97.191,96.895,,,88.495,,,,,,86.827,102.364,,93.139,,,,105.983,93.773,,,97.25,,100.921,,105.685,,101.909,102.791,95.069,,99.897,102.029,97.919
2019-07-15,100.188,97.17,96.862,,,88.579,,,,,,,102.375,,93.329,,,,106.055,93.731,,,97.15,,101.055,,105.853,,102.275,102.623,95.008,,99.753,102.116,97.824
2019-07-16,100.265,97.118,96.315,,,88.6,,,,,,,102.326,,91.966,,,,105.74,93.464,,,,,100.439,,105.32,,101.376,102.62,94.273,,99.442,102.285,97.668
2019-07-17,100.111,97.143,96.251,,,88.349,,,,,,89.025,102.385,,91.873,,,,106.085,93.281,,,96.95,,100.054,,105.762,,101.082,102.586,93.488,,99.495,101.407,97.551
2019-07-18,100.084,96.863,96.237,,,88.048,,,,,,89.076,102.23,,92.324,,,,106.067,93.439,,,,,99.773,,105.765,,100.718,102.542,93.138,,99.335,101.445,97.283
2019-07-19,100.066,96.92,96.113,,,88.203,,,,,,89.505,102.298,,93.283,,,,106.174,93.622,,,,,99.453,,105.571,,100.449,102.332,92.61,,99.371,101.295,97.28
2019-07-22,100.107,96.915,96.13,,,87.983,,,,,,90.563,102.289,,93.463,,,,106.252,93.687,,,97.99,,99.378,,105.35,,100.672,102.437,92.529,,99.008,101.201,97.129
2019-07-23,100.178,96.887,96.134,,,87.38,,,,,,89.66,102.241,,93.916,,,,105.761,93.979,,,,,99.414,,105.344,,100.503,102.458,92.465,,98.991,101.179,96.03
2019-07-24,100.324,96.917,96.252,,,86.668,,,,,,89.269,102.319,,94.536,,,,106.067,94.255,,,99.65,,100.369,,105.529,,100.722,102.458,92.586,,98.943,101.423,95.081
2019-07-25,100.53,96.883,96.42,,,86.018,,,,,,89.269,102.314,,94.57,,,,105.97,94.557,,,,,99.508,,105.505,,100.828,102.563,92.61,,98.86,101.417,93.628
2019-07-26,100.524,96.972,96.489,,,86.163,,,,,,89.713,102.315,,94.814,,,,106.228,94.676,,,100.875,,99.891,,105.692,,101.058,102.726,92.666,,98.859,101.59,93.965
2019-07-29,100.785,96.928,96.437,,,86.385,,,,,,89.313,102.314,,94.894,,,,106.101,94.736,,,98.625,,99.819,,105.459,,100.973,102.562,92.52,,98.77,101.602,93.987
2019-07-30,100.959,96.921,96.375,,,86.516,,,,,,88.324,102.391,,92.597,,,,106.518,94.74,,,100.25,,99.851,,105.682,,101.144,102.562,92.446,,98.453,101.631,93.938
2019-07-31,100.929,96.876,95.966,,,86.306,,,,,,88.974,102.325,,92.927,,,,106.32,94.696,,,,,99.96,,105.608,,100.971,102.625,91.964,,98.391,101.527,93.82
2019-08-01,100.546,96.894,95.784,,,86.2,,,,,,88.94,102.368,,92.454,,,,107.181,94.579,,,,,99.414,,105.351,,100.548,102.542,91.421,,98.546,101.306,93.644
2019-08-02,100.274,96.897,94.976,,,86.239,,,,,,88.741,102.218,,91.316,,,,105.935,94.061,,,,,98.606,,105.379,,99.441,102.375,90.685,,97.322,100.783,93.569
2019-08-05,99.397,96.807,93.738,,,86.034,,,,,,87.758,101.898,,90.107,,,,106.044,92.952,,,,,96.395,,105.357,,97.642,102.219,90.203,,95.911,99.084,93.5
2019-08-06,99.632,96.714,92.811,,,86.139,,,,,,87.342,101.845,,90.044,,,,105.77,92.45,,,96.5,,96.669,,104.713,,97.121,102.167,88.783,,95.727,98.222,93.5
2019-08-07,99.578,96.398,92.953,,,86.159,,,,,,87.65,101.853,,90.326,,,,105.405,93.034,,,97.375,,97.013,,104.098,,97.606,102.208,88.428,,95.213,98.896,93.522
2019-08-08,99.551,96.937,93.421,,,86.168,,,,,,87.471,102.064,,91.539,,,,105.947,94.012,,,97.25,,97.805,,105.112,,98.692,102.208,88.231,,94.906,99.378,93.546
2019-08-09,99.801,96.277,93.422,,,85.973,,,,,,88.658,102.077,,91.368,,,,105.734,93.643,,,97.25,,97.756,,104.376,,98.382,101.973,87.89,,94.409,99.596,93.266
2019-08-12,99.583,96.278,93.096,,,85.705,,,,,,88.946,102.128,,91.548,,,,106.023,92.363,,,97.6,,97.971,,105.04,,98.631,101.917,87.237,,94.718,99.53,93.011
2019-08-13,99.197,95.902,92.409,,,85.429,,,,,,89.255,101.794,,90.913,,,,105.281,91.569,,,,,97.305,,104.295,,97.863,101.833,86.258,,93.915,97.707,92.392
2019-08-14,99.464,96.104,90.764,,,85.325,,,,,,89.272,101.913,,91.631,,,,105.86,91.596,,,,,98.114,,104.959,,98.529,101.833,84.186,,93.922,98.234,92.526
2019-08-15,99.039,95.951,89.196,,,85.304,,,,,,88.667,101.556,,91.283,,,,105.522,89.69,,,,,97.304,,104.449,,97.694,101.708,82.589,,92.317,96.867,92.39
2019-08-16,99.488,95.806,88.407,,,85.311,,,,,,88.658,101.652,,91.548,,,,105.682,90.287,,,96.75,,97.607,,104.463,,98.161,101.587,80.164,,92.298,96.89,92.428
2019-08-19,99.751,95.454,90.161,,,84.981,,,,,,88.033,101.638,,91.916,,,,105.763,90.48,,,96.25,,97.791,,104.706,,98.354,101.75,79.918,,92.886,96.745,92.063
2019-08-20,99.705,95.719,90.697,,,85.086,,,,,,88.61,101.87,,92.144,,,,106.034,90.708,,,,,98.512,,105.066,,99.254,101.69,79.359,,93.951,97.375,92.027
2019-08-21,99.742,95.596,90.863,,,85.114,,,,,,88.522,101.847,,93.343,,,,105.827,90.828,,,97.75,,99.662,,104.785,,100.327,101.792,79.515,,94.038,97.203,90.646
2019-08-22,99.848,95.586,91.523,,,84.45,,,,,,88.708,102.037,,93.266,,,,106.016,91.013,,,98.525,,99.722,,105.127,,100.433,101.917,79.648,,94.37,97.289,90.51
2019-08-23,99.833,95.605,91.67,101.1,,84.255,,,,,,88.039,102.137,,93.454,,,,106.776,91.069,,,,,100.008,,104.977,,100.719,101.958,79.423,,94.854,97.288,90.439
2019-08-26,99.447,95.443,90.432,100.825,,83.491,,,,,,88.039,102.099,,92.735,,,,105.823,90.048,,,,,98.969,,105.585,,99.877,101.708,79.023,,94.214,96.605,90.049
2019-08-27,99.613,95.489,90.421,100.969,,83.511,,,,,,88.04,101.984,,92.95,,,,106.341,90.099,,,,,99.397,,105.551,,100.307,101.719,77.908,,95.051,96.853,89.823
2019-08-28,99.702,95.503,90.266,101.0,,83.271,,,,,,87.96,102.169,,91.026,,,,106.232,89.822,,,97.75,,99.188,,105.378,,100.012,101.833,76.372,,95.055,96.506,89.546
2019-08-29,99.703,95.521,90.087,100.917,,82.177,,,,,,87.959,102.029,,90.959,,,,106.327,89.41,,,,,99.122,,105.466,,99.926,101.917,76.289,,95.124,96.413,88.924
2019-08-30,99.797,95.44,89.87,100.958,,82.04,,,,,,87.908,102.002,,91.012,,,,106.388,88.942,,,98.01,,99.074,,105.529,,99.861,101.958,76.32,,95.108,96.374,88.741
2019-09-02,,,,100.969,,,,,,,,,,,,,,,,,,,,,,,,,,101.75,,,,,
2019-09-03,100.085,95.077,89.323,100.969,,81.786,,,,,,85.136,102.044,,90.489,,,,106.458,87.733,,,,,99.08,,105.898,,99.976,101.75,76.079,,95.116,96.011,88.384
2019-09-04,100.446,94.877,88.651,100.972,,81.134,,,,,,85.123,102.03,,90.041,,,,106.745,86.823,,,,,98.981,,105.805,,99.856,101.833,76.05,,95.173,95.559,87.933
2019-09-05,101.075,94.864,89.045,100.875,,80.652,,,,,,87.914,102.069,,90.011,,,,106.51,86.532,,,,,99.05,,105.297,,99.999,101.875,76.607,,95.231,95.019,87.542
2019-09-06,100.929,94.772,90.165,101.187,,80.313,,,,,,85.465,102.019,,91.131,,,,106.48,87.418,,,,,99.498,,106.02,,100.627,101.765,76.809,,95.313,95.568,85.459
2019-09-09,100.963,94.64,91.181,101.219,,78.18,,,,,,85.38,102.179,,91.804,,,,106.278,88.391,,,98.2,,99.335,,105.521,,100.445,101.833,77.112,,95.315,95.986,85.393
2019-09-10,100.755,94.568,91.572,101.583,,76.262,,,,,,87.87,102.22,,91.671,,,,106.133,88.538,,,97.375,,99.295,,105.405,,100.274,102.042,77.132,,95.035,96.349,85.404
2019-09-11,100.64,94.736,92.116,101.775,,75.532,,,,,,87.872,102.329,,92.458,,,,106.626,88.714,,,96.25,,99.566,,106.042,,100.616,102.0,77.132,,95.098,96.735,84.772
2019-09-12,100.9,94.508,92.214,102.031,,76.509,,,,,,87.87,102.402,,92.7,,,,106.247,89.204,,,,,99.646,,105.742,,100.397,102.167,77.697,,95.258,98.445,82.093
2019-09-13,101.121,94.574,92.749,102.35,,75.398,,,,,,87.872,102.264,,92.906,,,,106.046,90.507,,,,,99.614,,105.305,,100.299,102.208,78.718,,95.19,98.909,82.074
2019-09-16,100.889,94.51,92.961,102.525,,75.453,,,,,,84.861,102.228,,93.189,,,,106.598,90.138,,,96.15,,100.572,,106.024,,101.269,102.833,79.508,,95.271,99.083,82.136
2019-09-17,100.679,94.534,93.049,102.531,,75.433,,,,,,85.081,102.338,,92.673,,,,106.805,89.893,,,94.5,,100.78,,106.275,,101.558,102.875,79.794,,95.299,99.235,82.085
2019-09-18,100.842,94.612,92.855,102.588,,75.339,,,,,,85.205,102.334,,92.423,,,,106.636,89.738,,,95.405,,100.722,,106.132,,101.424,102.95,79.794,,95.235,99.133,82.143
2019-09-19,100.489,94.658,91.79,102.625,,75.11,,,,,,85.29,102.302,,92.308,,,,106.712,88.474,,,95.525,,100.68,,106.256,,101.301,103.0,79.687,,95.198,98.655,81.734
2019-09-20,100.554,94.662,91.848,102.969,,75.132,,,,,,85.235,102.347,,92.7,,,,106.988,88.769,,,94.287,,100.925,,106.865,,101.71,103.125,79.669,,95.132,98.907,81.758
2019-09-23,100.584,94.668,91.607,103.053,,74.977,,,,101.15,,84.777,102.342,,91.869,,,,106.562,87.935,,,95.231,,100.616,,105.918,,101.294,103.15,79.686,,95.055,98.909,81.68
2019-09-24,100.48,94.666,91.648,102.975,,74.844,,,,101.175,,85.024,102.418,,92.27,,,,107.05,87.873,,,94.132,,100.794,,106.783,,101.56,103.188,79.381,,95.095,98.931,81.649
2019-09-25,100.398,94.616,91.397,102.975,,75.282,,,,101.28,,85.193,102.326,,91.215,,,,106.165,87.565,,,93.0,,100.287,,105.629,,100.81,103.125,79.313,,94.976,98.199,81.478
2019-09-26,100.287,94.602,91.296,103.125,,75.083,,,,101.24,,85.283,102.336,,91.593,,,,106.748,87.498,,,93.0,,100.399,,106.183,,101.078,103.083,79.604,,95.321,98.131,81.435
2019-09-27,100.256,94.645,91.078,102.958,,75.018,,,,101.24,,85.193,102.289,,91.744,,,,106.75,87.211,,,95.5,,100.649,,106.449,,101.354,103.083,79.602,,95.064,98.176,81.381
2019-09-30,100.26,94.605,91.002,102.975,,75.254,,,,101.249,,85.469,102.258,,91.417,,,,106.915,86.975,,,,,100.62,,106.526,,101.312,103.125,79.602,,94.959,97.963,81.269
2019-10-01,100.26,94.75,91.547,102.975,,75.225,,,,101.249,,85.282,102.326,,91.768,,,,107.263,86.863,,,,,100.937,,106.919,,101.497,103.125,80.906,,95.061,98.238,81.298
2019-10-02,100.179,94.639,91.297,102.975,,74.959,,,,101.249,,85.515,102.372,,91.388,,,,106.862,87.403,,,92.0,,100.65,,106.44,,101.316,103.175,80.468,,94.812,98.149,81.13
2019-10-03,100.147,94.66,91.898,102.969,,74.954,,,,101.321,,85.195,102.413,,91.472,,,,107.082,87.482,,,92.225,,100.868,,106.844,,101.146,103.281,82.015,,94.72,98.192,81.189
2019-10-04,100.312,94.585,91.767,103.031,,75.198,,,,101.323,,85.276,102.403,,91.221,,,,106.677,87.551,,,93.5,,100.551,,106.295,,101.079,103.125,83.064,,94.747,98.266,81.097
2019-10-07,100.411,94.572,91.898,103.075,,75.206,,,,101.305,,85.237,102.361,,91.046,,,,106.49,87.501,,,93.496,,100.39,,106.208,,100.834,103.25,82.141,,94.479,98.186,81.101
2019-10-08,100.393,94.61,92.126,103.25,,75.163,,,,101.53,,85.274,102.439,,91.27,,,,107.304,87.785,,,,,100.578,,106.533,,100.902,103.275,82.748,,93.064,98.707,81.091
2019-10-09,100.43,94.583,91.934,103.062,,75.152,,,,101.434,,85.274,102.383,,90.996,,,,106.52,87.871,,,94.225,,100.58,,106.311,,100.612,103.2,82.648,,92.834,98.599,81.098
